stcode,docno,control,c_index,cerrflag,cprobfld,intcode,cluster,sitetype,q23,year,month,day,tracker,site_no,enterr,interr,measur,faxno,tifno,filestat,othlp,species,batch,row,kept,observe,alive,dead,sell,weighed,q11a,id
10,01,2101,44,0,,6783,2,1,5,2020,06,01,000101,0051599,0,1,1,DEJN2101.pdf,00145969.tif,ORIGINAL,YFT,4711,0001,1,3,3,0,0,0,0,2,2020-000101
34,01,2205,252,0,,7509,2,1,3,2020,06,04,001001,0011063,0,0,2,NJJN2205.pdf,00145993.tif,ORIGINAL,ATLANTIC BONITO,330,0010,1,0,0,1,0,0,0,2,2020-001001
10,01,1201,38,0,,6447,2,1,5,2020,06,07,001201,0051599,0,0,2,DEJN1201.pdf,00145999.tif,ORIGINAL,DOLPHIN,1050,0012,1,2,0,0,0,0,0,2,2020-001201
10,01,1201,39,0,,6447,2,1,5,2020,06,07,001201,0051599,0,0,2,DEJN1201.pdf,00145999.tif,ORIGINAL,BLUE MARLIN,2171,0012,2,0,0,1,0,0,0,2,2020-001201
10,03,1201,40,0,,6447,2,1,4,2020,06,07,001203,0051599,0,0,2,DEJN1201.pdf,00146002.tif,ORIGINAL,LITTLE TUNNY,4681,0012,1,0,0,1,0,0,0,2,2020-001203
10,04,1201,41,0,,6447,2,1,4,2020,06,07,001204,0050017,0,0,2,DEJN1201.pdf,00146004.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,0012,1,0,0,1,0,0,0,2,2020-001204
10,07,1201,43,0,,6447,2,1,6,2020,06,07,001207,0051599,0,0,2,DEJN1201.pdf,00146008.tif,ORIGINAL,GOLDEN TILEFISH,4467,0012,1,1,0,0,0,0,0,2,2020-001207
10,07,1201,42,0,,6447,2,1,6,2020,06,07,001207,0051599,0,0,2,DEJN1201.pdf,00146008.tif,ORIGINAL,BLACK SEA BASS,3350,0012,2,12,0,0,0,0,0,2,2020-001207
24,01,1102,69,0,,6555,4,3,3,2020,06,06,001601,0470856,0,0,2,MDJN1102.pdf,00146020.tif,ORIGINAL,ATLANTIC BONITO,330,0016,1,0,0,1,0,0,0,2,2020-001601
24,02,1102,70,0,,6555,4,3,2,2020,06,06,001602,0470856,0,0,2,MDJN1102.pdf,00146022.tif,ORIGINAL,BLACK SEA BASS,3350,0016,1,20,0,6,0,0,0,2,2020-001602
51,01,1202,397,0,,7696,1,1,9,2020,06,07,002301,8100002,0,1,2,VAJN1202.pdf,00146042.tif,ORIGINAL,TILEFISH,4470,0023,1,50,50,0,0,0,0,3,2020-002301
51,01,1202,395,0,,7696,1,1,9,2020,06,07,002301,8100002,0,1,2,VAJN1202.pdf,00146042.tif,ORIGINAL,BLACK SEA BASS,3350,0023,2,13,13,0,0,0,0,3,2020-002301
51,01,1202,398,0,,7696,1,1,9,2020,06,07,002301,8100002,0,1,2,VAJN1202.pdf,00146042.tif,ORIGINAL,LITTLE TUNNY,4681,0023,3,2,2,0,0,0,0,3,2020-002301
51,01,1202,396,0,,7696,1,1,9,2020,06,07,002301,8100002,0,1,2,VAJN1202.pdf,00146042.tif,ORIGINAL,SPINY DOGFISH,3521,0023,4,4,4,0,0,0,0,3,2020-002301
51,01,1202,399,0,,7696,1,1,9,2020,06,07,002301,8100002,0,1,2,VAJN1202.pdf,00146042.tif,ORIGINAL,HAMMERHEAD SHARK,4950,0023,5,0,0,1,0,0,0,3,2020-002301
51,02,1202,400,0,,7696,1,1,6,2020,06,07,002302,8100091,0,0,2,VAJN1202.pdf,00146044.tif,ORIGINAL,YFT,4711,0023,1,6,6,0,0,0,0,3,2020-002302
51,02,1202,401,0,,7696,1,1,6,2020,06,07,002302,8100091,0,0,2,VAJN1202.pdf,00146044.tif,ORIGINAL,HAMMERHEAD SHARK,4950,0023,2,0,0,1,0,0,0,3,2020-002302
51,03,1202,404,0,,7696,1,1,4,2020,06,07,002303,8100002,0,1,2,VAJN1202.pdf,00146046.tif,ORIGINAL,YFT,4711,0023,1,10,2,0,0,0,0,3,2020-002303
51,03,1202,402,0,,7696,1,1,4,2020,06,07,002303,8100002,0,1,2,VAJN1202.pdf,00146046.tif,ORIGINAL,BLACKFIN TUNA,4641,0023,2,4,0,0,0,0,0,3,2020-002303
51,03,1202,403,0,,7696,1,1,4,2020,06,07,002303,8100002,0,1,2,VAJN1202.pdf,00146046.tif,ORIGINAL,ALBACORE TUNA,4701,0023,3,1,1,0,0,0,0,3,2020-002303
51,01,2103,423,0,,7686,1,1,6,2020,06,05,002501,8100002,0,0,2,VAJN2103.pdf,00146052.tif,ORIGINAL,YFT,4711,0025,1,1,0,0,0,0,0,3,2020-002501
10,01,2201,54,0,,6783,2,1,8,2020,06,08,002601,0051599,0,0,2,DEJN2201.pdf,00146056.tif,ORIGINAL,YFT,4711,0026,1,8,8,0,0,0,0,2,2020-002601
24,01,2105,108,0,,6936,5,1,6,2020,06,08,002901,0471493,1,0,1,MDJN2105.pdf,00146065.tif,ORIGINAL,YFT,4711,0029,1,3,3,0,0,0,0,3,2020-002901
24,02,2105,109,0,,6936,5,1,4,2020,06,08,002902,0471493,0,0,2,MDJN2105.pdf,00146067.tif,ORIGINAL,WHITE MARLIN,2161,0029,1,0,0,2,0,0,0,2,2020-002902
24,03,2105,112,0,,6936,5,1,3,2020,06,08,002903,0471493,0,0,1,MDJN2105.pdf,00146069.tif,ORIGINAL,BIGEYE TUNA,4691,0029,1,1,1,0,0,0,0,3,2020-002903
24,03,2105,111,0,,6936,5,1,3,2020,06,08,002903,0471493,0,0,1,MDJN2105.pdf,00146069.tif,ORIGINAL,BFT YOUNG SCHOOL,4673,0029,2,0,0,1,0,0,0,3,2020-002903
24,03,2105,110,0,,6936,5,1,3,2020,06,08,002903,0471493,0,0,1,MDJN2105.pdf,00146069.tif,ORIGINAL,DOLPHIN,1050,0029,3,1,1,0,0,0,0,3,2020-002903
24,04,2105,113,0,,6936,5,1,6,2020,06,08,002904,0471493,0,0,2,MDJN2105.pdf,00146071.tif,ORIGINAL,BFT YOUNG SCHOOL,4673,0029,1,0,0,15,0,0,0,3,2020-002904
24,05,2105,114,1,RARE OR ILLEGAL SPECIES KEPT;,6936,5,1,9,2020,06,08,002905,0471493,0,0,2,MDJN2105.pdf,00146073.tif,ORIGINAL,BLUE MARLIN,2171,0029,1,1,1,0,0,0,0,3,2020-002905
24,05,2105,115,0,,6936,5,1,9,2020,06,08,002905,0471493,0,0,2,MDJN2105.pdf,00146073.tif,ORIGINAL,BFT YOUNG SCHOOL,4673,0029,2,0,0,10,0,0,0,3,2020-002905
51,01,2203,450,0,,7686,1,1,5,2020,06,08,003001,8100091,0,0,2,VAJN2203.pdf,00146077.tif,ORIGINAL,YFT,4711,0030,1,11,0,1,0,0,0,2,2020-003001
51,01,2203,449,0,,7686,1,1,5,2020,06,08,003001,8100091,0,0,2,VAJN2203.pdf,00146077.tif,ORIGINAL,BIGEYE TUNA,4691,0030,2,1,0,0,0,0,0,2,2020-003001
51,02,2203,452,0,,7686,1,1,6,2020,06,08,003002,8100002,0,0,1,VAJN2203.pdf,00146079.tif,ORIGINAL,YFT,4711,0030,1,5,5,0,0,0,0,3,2020-003002
51,02,2203,451,0,,7686,1,1,6,2020,06,08,003002,8100002,0,0,1,VAJN2203.pdf,00146079.tif,ORIGINAL,BLACKFIN TUNA,4641,0030,2,10,10,0,0,0,0,3,2020-003002
51,02,2203,453,0,,7686,1,1,6,2020,06,08,003002,8100002,0,0,1,VAJN2203.pdf,00146079.tif,ORIGINAL,DUSKY SHARK,4841,0030,3,0,0,3,0,0,0,3,2020-003002
51,03,2203,456,0,,7686,1,1,6,2020,06,08,003003,8100091,0,0,1,VAJN2203.pdf,00146081.tif,ORIGINAL,SKIPJACK TUNA,4661,0030,1,4,4,0,0,0,0,2,2020-003003
51,03,2203,454,0,,7686,1,1,6,2020,06,08,003003,8100091,0,0,1,VAJN2203.pdf,00146081.tif,ORIGINAL,DOLPHIN,1050,0030,2,1,1,0,0,0,0,2,2020-003003
51,03,2203,457,0,,7686,1,1,6,2020,06,08,003003,8100091,0,0,1,VAJN2203.pdf,00146081.tif,ORIGINAL,YFT,4711,0030,3,11,11,0,0,0,0,2,2020-003003
51,03,2203,455,0,,7686,1,1,6,2020,06,08,003003,8100091,0,0,1,VAJN2203.pdf,00146081.tif,ORIGINAL,BLACKFIN TUNA,4641,0030,4,2,2,0,0,0,0,2,2020-003003
24,01,2201,161,0,,6936,5,1,6,2020,06,12,003901,0471493,0,0,1,MDJN2201.pdf,00146104.tif,ORIGINAL,YFT,4711,0039,1,18,18,0,0,0,0,3,2020-003901
24,02,2201,162,0,,6936,5,1,6,2020,06,12,003902,0471493,0,0,1,MDJN2201.pdf,00146106.tif,ORIGINAL,YFT,4711,0039,1,8,8,0,0,0,0,3,2020-003902
24,03,2201,163,0,,6936,5,1,6,2020,06,12,003903,0471493,0,0,1,MDJN2201.pdf,00146108.tif,ORIGINAL,YFT,4711,0039,1,2,2,0,0,0,0,3,2020-003903
24,04,2201,164,0,,6936,5,1,4,2020,06,12,003904,0471493,0,0,2,MDJN2201.pdf,00146110.tif,ORIGINAL,YFT,4711,0039,1,10,0,0,0,0,0,2,2020-003904
24,05,2201,166,0,,6936,5,1,4,2020,06,12,003905,0471493,0,0,1,MDJN2201.pdf,00146112.tif,ORIGINAL,YFT,4711,0039,1,4,4,0,0,0,0,3,2020-003905
24,05,2201,165,0,,6936,5,1,4,2020,06,12,003905,0471493,0,0,1,MDJN2201.pdf,00146112.tif,ORIGINAL,DOLPHIN,1050,0039,2,4,4,0,0,0,0,3,2020-003905
34,01,2106,238,0,,6013,6,1,5,2020,06,10,004101,0251050,0,0,2,NJJN2106.pdf,00146121.tif,ORIGINAL,LITTLE TUNNY,4681,0041,1,0,0,1,0,0,0,2,2020-004101
34,02,2106,239,0,,6013,6,1,6,2020,06,10,004102,0251808,0,0,2,NJJN2106.pdf,00146123.tif,ORIGINAL,BFT SMALL MEDIUM,4676,0041,1,0,0,1,0,0,0,2,2020-004102
34,03,2106,240,0,,6013,6,1,6,2020,06,10,004103,0251808,0,0,2,NJJN2106.pdf,00146125.tif,ORIGINAL,BIGEYE TUNA,4691,0041,1,1,0,0,0,0,0,3,2020-004103
34,04,2106,242,0,,6013,6,1,4,2020,06,10,004104,0259005,0,0,2,NJJN2106.pdf,00146127.tif,ORIGINAL,LITTLE TUNNY,4681,0041,1,0,0,2,0,0,0,3,2020-004104
34,04,2106,241,0,,6013,6,1,4,2020,06,10,004104,0259005,0,0,2,NJJN2106.pdf,00146127.tif,ORIGINAL,ATLANTIC BONITO,330,0041,2,0,0,1,0,0,0,3,2020-004104
36,01,1205,294,1,HMS KEPT NO PERMIT;,7684,4,1,3,2020,06,13,004601,1030146,0,0,2,NYJN1205.pdf,00146145.tif,ORIGINAL,BFT LARGE SCHOOL,4678,0046,1,1,1,0,0,0,0,4,2020-004601
36,02,1205,295,0,,7684,4,1,4,2020,06,13,004602,1030146,0,0,2,NYJN1205.pdf,00146147.tif,ORIGINAL,BFT SCHOOL,4677,0046,1,2,2,1,0,0,0,2,2020-004602
36,04,1205,296,0,,7684,4,1,5,2020,06,13,004604,1030085,0,0,1,NYJN1205.pdf,00146150.tif,ORIGINAL,BFT SCHOOL,4677,0046,1,2,2,6,0,0,0,2,2020-004604
36,04,1205,297,0,,7684,4,1,5,2020,06,13,004604,1030085,0,0,1,NYJN1205.pdf,00146150.tif,ORIGINAL,BFT LARGE SCHOOL,4678,0046,2,1,1,0,0,0,0,2,2020-004604
36,05,1205,298,0,,7684,4,1,3,2020,06,13,004605,1030137,0,0,2,NYJN1205.pdf,00146152.tif,ORIGINAL,BFT SCHOOL,4677,0046,1,1,0,6,0,0,0,2,2020-004605
36,06,1205,300,0,,7684,4,1,6,2020,06,13,004606,1030085,0,0,1,NYJN1205.pdf,00146154.tif,ORIGINAL,BIGEYE TUNA,4691,0046,1,1,1,0,0,0,0,2,2020-004606
36,06,1205,299,0,,7684,4,1,6,2020,06,13,004606,1030085,0,0,1,NYJN1205.pdf,00146154.tif,ORIGINAL,BFT SCHOOL,4677,0046,2,2,2,0,0,0,0,2,2020-004606
51,01,1103,380,0,,7661,3,1,5,2020,06,13,005001,8100088,0,0,1,VAJN1103.pdf,00146169.tif,ORIGINAL,YFT,4711,0050,1,2,2,0,0,0,0,3,2020-005001
51,01,1103,378,0,,7661,3,1,5,2020,06,13,005001,8100088,0,0,1,VAJN1103.pdf,00146169.tif,ORIGINAL,SKIPJACK TUNA,4661,0050,2,2,2,0,0,0,0,3,2020-005001
51,01,1103,379,0,,7661,3,1,5,2020,06,13,005001,8100088,0,0,1,VAJN1103.pdf,00146169.tif,ORIGINAL,BIGEYE TUNA,4691,0050,3,1,1,0,0,0,0,3,2020-005001
51,01,1103,377,0,,7661,3,1,5,2020,06,13,005001,8100088,0,0,1,VAJN1103.pdf,00146169.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,0050,4,0,0,1,0,0,0,3,2020-005001
51,02,1103,383,0,,7661,3,1,6,2020,06,13,005002,8100088,0,0,1,VAJN1103.pdf,00146171.tif,ORIGINAL,YFT,4711,0050,1,14,9,0,0,0,0,3,2020-005002
51,02,1103,381,0,,7661,3,1,6,2020,06,13,005002,8100088,0,0,1,VAJN1103.pdf,00146171.tif,ORIGINAL,BLACKFIN TUNA,4641,0050,2,2,0,0,0,0,0,3,2020-005002
51,02,1103,382,0,,7661,3,1,6,2020,06,13,005002,8100088,0,0,1,VAJN1103.pdf,00146171.tif,ORIGINAL,SKIPJACK TUNA,4661,0050,3,3,0,0,0,0,0,3,2020-005002
51,01,1105,385,0,,7688,1,1,5,2020,06,14,005601,8100002,0,0,1,VAJN1105.pdf,00146188.tif,ORIGINAL,SKIPJACK TUNA,4661,0056,1,4,4,0,0,0,0,3,2020-005601
51,01,1105,386,0,,7688,1,1,5,2020,06,14,005601,8100002,0,0,1,VAJN1105.pdf,00146188.tif,ORIGINAL,YFT,4711,0056,2,14,14,0,0,0,0,3,2020-005601
24,01,2107,135,1,ALIVE;,6447,3,1,6,2020,06,12,005701,0470853,0,0,2,MDJN2107.pdf,00146192.tif,ORIGINAL,BLACKTIP SHARK,4871,0057,1,0,0,2,0,0,0,3,2020-005701
24,01,2107,134,0,,6447,3,1,6,2020,06,12,005701,0470853,0,0,2,MDJN2107.pdf,00146192.tif,ORIGINAL,DUSKY SHARK,4841,0057,2,0,0,2,0,0,0,3,2020-005701
24,01,2107,136,0,,6447,3,1,6,2020,06,12,005701,0470853,0,0,2,MDJN2107.pdf,00146192.tif,ORIGINAL,SPINNER SHARK,4881,0057,3,0,0,6,0,0,0,3,2020-005701
24,01,2107,133,0,,6447,3,1,6,2020,06,12,005701,0470853,0,0,2,MDJN2107.pdf,00146192.tif,ORIGINAL,SANDBAR SHARK,4821,0057,4,0,0,1,0,0,0,3,2020-005701
24,02,2107,137,0,,6447,3,1,6,2020,06,12,005702,0470853,0,0,2,MDJN2107.pdf,00146194.tif,ORIGINAL,YFT,4711,0057,1,13,0,1,0,0,0,3,2020-005702
24,03,2107,138,0,,6447,3,1,5,2020,06,12,005703,0470853,0,0,2,MDJN2107.pdf,00146196.tif,ORIGINAL,YFT,4711,0057,1,4,0,0,0,0,0,2,2020-005703
24,04,2107,139,0,,6447,3,1,6,2020,06,12,005704,0470853,0,0,2,MDJN2107.pdf,00146198.tif,ORIGINAL,YFT,4711,0057,1,1,0,0,0,0,0,3,2020-005704
36,01,2204,354,0,,7684,4,1,3,2020,06,18,006601,1030137,0,0,1,NYJN2204.pdf,00146223.tif,ORIGINAL,BFT SCHOOL,4677,0066,1,2,2,6,0,0,0,2,2020-006601
36,02,2204,356,0,,7684,4,1,2,2020,06,18,006602,1030137,1,0,2,NYJN2204.pdf,00146225.tif,ORIGINAL,BLUE SHARK,4931,0066,1,0,0,1,0,0,0,3,2020-006602
36,02,2204,355,0,,7684,4,1,2,2020,06,18,006602,1030137,1,0,2,NYJN2204.pdf,00146225.tif,ORIGINAL,BLUEFISH,230,0066,2,5,0,0,0,0,0,3,2020-006602
51,01,2108,444,0,,7661,1,1,6,2020,06,18,006901,8100091,0,0,2,VAJN2108.pdf,00146235.tif,ORIGINAL,YFT,4711,0069,1,8,8,0,0,0,0,3,2020-006901
51,02,2108,445,0,,7661,1,1,4,2020,06,18,006902,8100002,0,0,1,VAJN2108.pdf,00146237.tif,ORIGINAL,YFT,4711,0069,1,3,3,0,0,0,0,3,2020-006902
36,01,2212,362,0,,7517,6,1,4,2020,06,19,007101,1030338,0,0,2,NYJN2212.pdf,00146245.tif,ORIGINAL,BFT SCHOOL,4677,0071,1,3,0,22,0,0,0,3,2020-007101
10,01,1102,1,0,,6447,2,1,3,2020,06,21,007201,0051599,0,0,2,DEJN1102.pdf,00146249.tif,ORIGINAL,YFT,4711,0072,1,6,0,0,0,0,0,2,2020-007201
10,02,1102,3,0,,6447,2,1,3,2020,06,21,007202,0051599,0,0,2,DEJN1102.pdf,00146251.tif,ORIGINAL,YFT,4711,0072,1,1,0,0,0,0,0,2,2020-007202
10,02,1102,2,0,,6447,2,1,3,2020,06,21,007202,0051599,0,0,2,DEJN1102.pdf,00146251.tif,ORIGINAL,SKIPJACK TUNA,4661,0072,2,1,0,0,0,0,0,2,2020-007202
10,03,1102,4,0,,6447,2,1,3,2020,06,21,007203,0051599,0,0,2,DEJN1102.pdf,00146253.tif,ORIGINAL,YFT,4711,0072,1,4,0,2,0,0,0,2,2020-007203
10,04,1102,5,0,,6447,2,1,6,2020,06,21,007204,0051599,0,0,2,DEJN1102.pdf,00146255.tif,ORIGINAL,YFT,4711,0072,1,4,0,0,0,0,0,2,2020-007204
10,05,1102,6,0,,6447,2,1,8,2020,06,21,007205,0051599,1,0,2,DEJN1102.pdf,00146257.tif,ORIGINAL,YFT,4711,0072,1,4,0,0,0,0,0,2,2020-007205
10,06,1102,10,0,,6447,2,1,5,2020,06,21,007206,0051599,0,0,2,DEJN1102.pdf,00146259.tif,ORIGINAL,YFT,4711,0072,1,2,0,0,0,0,0,2,2020-007206
10,06,1102,7,0,,6447,2,1,5,2020,06,21,007206,0051599,0,0,2,DEJN1102.pdf,00146259.tif,ORIGINAL,DOLPHIN,1050,0072,2,1,0,0,0,0,0,2,2020-007206
10,06,1102,9,0,,6447,2,1,5,2020,06,21,007206,0051599,0,0,2,DEJN1102.pdf,00146259.tif,ORIGINAL,SKIPJACK TUNA,4661,0072,3,1,1,0,0,0,0,2,2020-007206
10,06,1102,8,0,,6447,2,1,5,2020,06,21,007206,0051599,0,0,2,DEJN1102.pdf,00146259.tif,ORIGINAL,BLACK SEA BASS,3350,0072,4,1,0,0,0,0,0,2,2020-007206
10,07,1102,11,0,,6447,2,1,7,2020,06,21,007207,0051599,0,0,2,DEJN1102.pdf,00146261.tif,ORIGINAL,YFT,4711,0072,1,7,0,0,0,0,0,2,2020-007207
10,08,1102,13,0,,6447,2,1,5,2020,06,21,007208,0051599,0,0,2,DEJN1102.pdf,00146263.tif,ORIGINAL,YFT,4711,0072,1,5,0,0,0,0,0,2,2020-007208
10,08,1102,12,0,,6447,2,1,5,2020,06,21,007208,0051599,0,0,2,DEJN1102.pdf,00146263.tif,ORIGINAL,BIGEYE TUNA,4691,0072,2,2,0,0,0,0,0,2,2020-007208
10,01,1103,14,0,,6447,2,1,7,2020,06,20,007301,0051599,0,0,2,DEJN1103.pdf,00146283.tif,ORIGINAL,BIGEYE TUNA,4691,0073,1,1,0,0,0,0,0,8,2020-007301
10,01,1103,15,0,,6447,2,1,7,2020,06,20,007301,0051599,0,0,2,DEJN1103.pdf,00146283.tif,ORIGINAL,YFT,4711,0073,2,1,0,0,0,0,0,8,2020-007301
10,02,1103,17,0,,6447,2,1,5,2020,06,20,007302,0051599,0,0,2,DEJN1103.pdf,00146285.tif,ORIGINAL,YFT,4711,0073,1,4,0,0,0,0,0,2,2020-007302
10,02,1103,16,0,,6447,2,1,5,2020,06,20,007302,0051599,0,0,2,DEJN1103.pdf,00146285.tif,ORIGINAL,SKIPJACK TUNA,4661,0073,2,1,0,0,0,0,0,2,2020-007302
10,03,1103,18,0,,6447,2,1,9,2020,06,20,007303,0051599,0,0,2,DEJN1103.pdf,00146287.tif,ORIGINAL,YFT,4711,0073,1,2,0,0,0,0,0,3,2020-007303
10,06,1103,19,0,,6447,2,1,6,2020,06,20,007306,0051599,0,0,2,DEJN1103.pdf,00146291.tif,ORIGINAL,YFT,4711,0073,1,3,0,0,0,0,0,2,2020-007306
10,08,1103,20,0,,6447,2,1,2,2020,06,20,007308,0051599,0,0,2,DEJN1103.pdf,00146294.tif,ORIGINAL,LITTLE TUNNY,4681,0073,1,0,0,1,0,0,0,3,2020-007308
10,09,1103,21,0,,6447,2,1,5,2020,06,20,007309,0051599,0,0,2,DEJN1103.pdf,00146296.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007309
10,10,1103,22,0,,6447,2,1,4,2020,06,20,007310,0051599,0,0,2,DEJN1103.pdf,00146298.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007310
10,11,1103,23,0,,6447,2,1,4,2020,06,20,007311,0051599,0,0,2,DEJN1103.pdf,00146300.tif,ORIGINAL,ALBACORE TUNA,4701,0073,1,1,0,0,0,0,0,2,2020-007311
10,11,1103,24,0,,6447,2,1,4,2020,06,20,007311,0051599,0,0,2,DEJN1103.pdf,00146300.tif,ORIGINAL,YFT,4711,0073,2,1,0,0,0,0,0,2,2020-007311
10,12,1103,25,0,,6447,2,1,4,2020,06,20,007312,0051599,0,0,2,DEJN1103.pdf,00146302.tif,ORIGINAL,YFT,4711,0073,1,2,0,0,0,0,0,2,2020-007312
10,13,1103,26,0,,6447,2,1,4,2020,06,20,007313,0051599,0,0,2,DEJN1103.pdf,00146304.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007313
10,15,1103,29,0,,6447,2,1,7,2020,06,20,007315,0051599,0,0,2,DEJN1103.pdf,00146307.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007315
10,15,1103,28,0,,6447,2,1,7,2020,06,20,007315,0051599,0,0,2,DEJN1103.pdf,00146307.tif,ORIGINAL,SKIPJACK TUNA,4661,0073,2,0,0,1,0,0,0,2,2020-007315
10,15,1103,27,0,,6447,2,1,7,2020,06,20,007315,0051599,0,0,2,DEJN1103.pdf,00146307.tif,ORIGINAL,BLUE MARLIN,2171,0073,3,0,0,1,0,0,0,2,2020-007315
10,16,1103,32,0,,6447,2,1,5,2020,06,20,007316,0051599,0,0,2,DEJN1103.pdf,00146309.tif,ORIGINAL,YFT,4711,0073,1,2,0,0,0,0,0,2,2020-007316
10,16,1103,30,0,,6447,2,1,5,2020,06,20,007316,0051599,0,0,2,DEJN1103.pdf,00146309.tif,ORIGINAL,DOLPHIN,1050,0073,2,2,0,0,0,0,0,2,2020-007316
10,16,1103,31,0,,6447,2,1,5,2020,06,20,007316,0051599,0,0,2,DEJN1103.pdf,00146309.tif,ORIGINAL,SHORTFIN MAKO SHARK,3551,0073,3,0,0,1,0,0,0,2,2020-007316
10,17,1103,33,0,,6447,2,1,3,2020,06,20,007317,0051599,0,0,2,DEJN1103.pdf,00146311.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007317
10,18,1103,34,0,,6447,2,1,5,2020,06,20,007318,0051599,0,0,2,DEJN1103.pdf,00146313.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,2,2020-007318
10,19,1103,35,0,,6447,2,1,11,2020,06,20,007319,0051599,0,0,2,DEJN1103.pdf,00146315.tif,ORIGINAL,YFT,4711,0073,1,3,0,0,0,0,0,3,2020-007319
10,20,1103,36,0,,6447,2,1,6,2020,06,20,007320,0051599,0,0,2,DEJN1103.pdf,00146317.tif,ORIGINAL,YFT,4711,0073,1,2,0,0,0,0,0,2,2020-007320
10,21,1103,37,0,,6447,2,1,6,2020,06,20,007321,0051599,0,0,2,DEJN1103.pdf,00146319.tif,ORIGINAL,YFT,4711,0073,1,1,0,0,0,0,0,3,2020-007321
10,01,2202,56,0,,6783,2,1,6,2020,06,19,007401,0051599,0,0,1,DEJN2202.pdf,00146326.tif,ORIGINAL,YFT,4711,0074,1,5,5,0,0,0,0,3,2020-007401
10,01,2202,55,0,,6783,2,1,6,2020,06,19,007401,0051599,0,0,1,DEJN2202.pdf,00146326.tif,ORIGINAL,BIGEYE TUNA,4691,0074,2,2,2,0,0,0,0,3,2020-007401
